RCGL Distributor,,Direct Purchaser,Landscape Distributor,RCGL,
SEN Wastewater,OEM,Direct Purchaser,OEM,Senninger,"Pivot, Solid Set"
SEN Wastewater,Grower | End User,Direct Purchaser,End User - Direct,Senninger,"Pivot, Solid Set"
SEN Wastewater,Consultant | Specifier,Influencer,Consultant/Specifier,Senninger,"Pivot, Solid Set"
SEN Wastewater,Contractor,Indirect Purchaser,Other - Indirect Purchaser,Senninger,"Pivot, Solid Set"
SEN Wastewater,Government Agency,Influencer,Government Agency,Senninger,"Pivot, Solid Set"
SEN Wastewater,University | Research,Influencer,University/Research,Senninger,"Pivot, Solid Set"
SEN Wastewater,Prospect,Indirect Purchaser,Other - Indirect Purchaser,Senninger,"Pivot, Solid Set"
SEN Other,Dealer - Direct,Direct Purchaser,Dealer - Direct,Senninger,"Pivot, Solid Set"
SEN Other,Dealer - Branch,Indirect Purchaser,Other - Indirect Purchaser,Senninger,"Pivot, Solid Set"
SEN Other,Dealer - Indirect,Indirect Purchaser,Dealer - Indirect,Senninger,"Pivot, Solid Set"
SEN Other,Master Distributor,Direct Purchaser,Master Distributor,Senninger,"Pivot, Solid Set"
SEN Other,OEM,Direct Purchaser,OEM,Senninger,"Pivot, Solid Set"
SEN Other,Grower | End User,Direct Purchaser,End User - Direct,Senninger,"Pivot, Solid Set"
SEN Other,Consultant | Specifier,Influencer,Consultant/Specifier,Senninger,"Pivot, Solid Set"
SEN Other,Contractor,Indirect Purchaser,Other - Indirect Purchaser,Senninger,"Pivot, Solid Set"
SEN Other,Government Agency,Influencer,Government Agency,Senninger,"Pivot, Solid Set"
SEN Other,University | Research,Influencer,University/Research,Senninger,"Pivot, Solid Set"
SEN Other,Prospect,Indirect Purchaser,Other - Indirect Purchaser,Senninger,"Pivot, Solid Set"
Distributor,Distributor_Non_Hunter,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,"Irrigation, Landscape Lighting"
Distributor,Distributor Headquarters,Direct Purchaser,Landscape Distributor,RCGL,"Irrigation, Landscape Lighting"
Distributor,,Direct Purchaser,Landscape Distributor,RCGL,"Irrigation, Landscape Lighting"
Distributor,Sub-Distributor,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,"Irrigation, Landscape Lighting"
RCGL Dealer,,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,"Irrigation, Landscape Lighting"
Contractor,,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,Builder,Influencer,Builder/Developer,RCGL,Irrigation
Contractor,Other,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,General Contractor,Influencer,Construction Managment / GC,RCGL,Irrigation
Contractor,Irrigation Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,Landscape Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,Maintenance Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Contractor,Lighting Contractor,Lighting Contractor,Installer/Contractor,RCGL,Landscape Lighting
Contractor,Developer,Influencer,Builder/Developer,RCGL,"Irrigation, Commercial"
Agency,,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
Agency,Cemetery,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Specifier,,Influencer,Specifier/Designer,RCGL,Irrigation
Golf,,Golf Course,Golf Course,RCGL,Golf
Contractor,Golf Contractor,Indirect Purchaser,Golf Contractor,RCGL,Golf
Golf,Golf_Course_Architect,Influencer,Golf Course Architect,RCGL,Golf
Electrical_Channel,A_V_Contact,Influencer,,RCGL,Audio & Visual Lighting
Electrical_Channel,,Influencer,,RCGL,Audio & Visual Lighting
Electrical_Channel,Electrical_Channel_Distributor,Direct Purchaser,Electrical Distributor,RCGL,Audio & Visual Lighting
Electrical_Channel,C_I_Contact,Influencer,,RCGL,Commercial & Industrial Lighting
Electrical_Channel,C_I_Distributor,Direct Purchaser,Electrical Distributor,RCGL,Commercial & Industrial Lighting
SEN Pivot,Dealer,Direct Purchaser,OEM,Senninger,Pivot
SEN Pivot,Dealer Via OEM,Indirect Purchaser,OEM,Senninger,Pivot
SEN Turf,Dealer Via OEM,Indirect Purchaser,OEM,Senninger,Turf
SEN Turf,Dealer,Direct Purchaser,OEM,Senninger,Turf
SEN Pivot Solid Set,Dealer Via OEM,Indirect Purchaser,OEM,Senninger,"Pivot, Solid Set"
SEN Solid Set,Dealer,Direct Purchaser,Dealer - Direct,Senninger,Solid Set
SEN Nursery Greenhouse,Dealer,Direct Purchaser,Dealer - Direct,Senninger,Solid Set
SEN Solid Set,Dealer Via OEM,Indirect Purchaser,Dealer - Indirect,Senninger,Solid Set
RCGL Dealer,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
SEN Pivot Solid Set,Dealer,Direct Purchaser,Dealer - Direct,Senninger,"Pivot, Solid Set"
,Golf Maintenance/superintendent,Indirect Purchaser,Golf Maintenance/Superintendent,RCGL,Golf
Agency,Corporate Institute,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Electrical_Channel,Electrical_Channel_Specifier,Influencer,,RCGL,Audio & Visual Lighting
Electrical_Channel,Non Holm C and I Rep,Influencer,,RCGL,Commercial & Industrial Lighting
Contractor,,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Agency,Memorial Gardens/cemetery,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Electrical_Channel,Manufacturer_Rep,Influencer,,RCGL,Audio & Visual Lighting
FXL_Only_Distributor,,Direct Purchaser,FX Only Distributor,RCGL,Landscape Lighting
Agency,Property Mgmt,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Specifier,Lighting_Designer,Influencer,Specifier/Designer,RCGL,Landscape Lighting
SEN Mining,Dealer,Direct Purchaser,Dealer - Direct,Senninger,Mining
Agency,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
SEN Other,Dealer,Direct Purchaser,OEM,Senninger,
Agency,HOA,Influencer,Other - Influencer,RCGL,"Irrigation, HOA"
Specifier,Engineering Architects,Influencer,Specifier/Designer,RCGL,Irrigation
SEN Turf,Prospect,Indirect Purchaser,OEM,Senninger,Turf
RCGL Dealer,Sub-Distributor,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
Agency,Other,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL_Builders,,Influencer,Builder/Developer,RCGL,"Irrigation, New Home Construction"
Distributor,Retail_Store,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
Distributor,Sub_Distributor_Non_Hunter,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
Electrical_Channel,AV_Rep,Influencer,,RCGL,Audio & Visual Lighting
Electrical_Channel,Electrical_Channel_Contractor,Influencer,,RCGL,Audio & Visual Lighting
Custom_Manufacturing,,Direct Purchaser,Custom Manufacturing,Custom Manufacturing,
Contractor,Agricultural/greenhouses/growers,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
Specifier,Sports_Facilities_Landscape_Architect,Influencer,Specifier/Designer,RCGL,"Sports Fields, Irrigation"
Contractor,Lighting Designer/Installer,Indirect Purchaser,Installer/Contractor,RCGL,Landscape Lighting
Distributor,Lighting_Distributor,Direct Purchaser,FX Only Distributor,RCGL,Landscape Lighting
Agency,Sports_Surface_Consultant,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
,Homeowner Associations,Influencer,Other - Influencer,RCGL,"Irrigation, HOA"
Distributor,Sub-distributors,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
,Developer / Homebuilder,Influencer,Builder/Developer,RCGL,"Irrigation, Commerical"
SEN Nursery Greenhouse,Grower,Direct Purchaser,End User - Direct,Senninger,Solid Set
Contractor,Golf Maintenance/superintendent,Indirect Purchaser,Golf Maintenance/Superintendent,RCGL,Golf
SEN Solid Set,Grower,Direct Purchaser,End User - Direct,Senninger,Solid Set
SEN Other,Grower,Direct Purchaser,End User - Direct,Senninger,
Electrical_Channel,Non_Holm_AV_Rep,Direct Purchaser,Electrical Distributor,RCGL,Audio & Visual Lighting
SEN Other,Dealer Via OEM,Indirect Purchaser,OEM,Senninger,
Contractor,Landscape Architect,Influencer,Specifier/Designer,RCGL,Commercial & Industrial Lighting
Electrical_Channel,AV_Distributor,Direct Purchaser,Electrical Distributor,RCGL,Audio & Visual Lighting
Horticulture,Nurseries_Greenhouses,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
SEN Pivot Solid Set,Consultant Specifier,Influencer,Consultant/Specifier,Senninger,Solid Set
Agency,Hotel/resorts,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Specifier,Lighting_Consultant,Influencer,Specifier/Designer,RCGL,Landscape Lighting
Contractor,Property Mgmt,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Specifier,Irrig. Consultant (designer),Influencer,Specifier/Designer,RCGL,Irrigation
Agency,Water_Agency_Wholesale,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Contractor,Memorial Gardens/cemetery,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Contractor,Homeowner Associations,Influencer,Other - Influencer,RCGL,"Irrigation, HOA"
RCGL Dealer,Other,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
SEN Turf,OEM,Direct Purchaser,OEM,Senninger,Turf
Distributor,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Specifier,Lighting Designer/Installer,Indirect Purchaser,Installer/Contractor,RCGL,Landscape Lighting
Electrical_Channel,Electrical_Channel_Specifier_Lighting_Designer,Influencer,,RCGL,Audio & Visual Lighting
Contractor,AV_Rep,Influencer,,RCGL,Audio & Visual Lighting
Specifier,AV_Rep,Influencer,,RCGL,Audio & Visual Lighting
,Corporate,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Other,AV_Rep,Influencer,Competitor,RCGL,Audio & Visual Lighting
SEN Pivot Solid Set,Research,Influencer,University/Research,Senninger,Pivot
SEN Mining,Dealer Via OEM,Indirect Purchaser,OEM,Senninger,Mining
,AV_Rep,Influencer,Competitor,RCGL,Audio & Visual Lighting
Electrical_Channel,Electrical_Channel,Influencer,,RCGL,Audio & Visual Lighting
,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
,Professional Athletic Fields,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Sports Fields"
Contractor,Developer / Homebuilder,Influencer,Builder/Developer,RCGL,"Irrigation, Commerical"
SEN Pivot,Grower,Direct Purchaser,End User - Direct,Senninger,"Pivot, Solid Set"
Horticulture,Turf,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
Agency,AV_Rep,Influencer,Competitor,RCGL,Audio & Visual Lighting
,Specifier,Influencer,Specifier/Designer,RCGL,Irrigation
Contractor,Landscape Designer,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
SEN Solid Set,Consultant Specifier,Indirect Purchaser,Consultant/Specifier,Senninger,Solid Set
SEN Nursery Greenhouse,,Direct Purchaser,Dealer - Direct,Senninger,Solid Set
Golf,Golf_Irrigation_Consultant,Influencer,Golf Irrigation Consultant,RCGL,Golf
,Property Manager,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
SEN Other,Consultant Specifier,Indirect Purchaser,Consultant/Specifier,Senninger,"Pivot, Solid Set"
,Irrigation Designer,Influencer,Specifier/Designer,RCGL,Irrigation
Agricultural,Other,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
SEN Turf,Branch,Direct Purchaser,OEM,Senninger,Turf
Contractor,Theme/amusement Park,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Distributor,Retailer (Retail Store),Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
Contractor,Corporate,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
,Irrigation Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
,Specifier,Influencer,Specifier/Designer,RCGL,Irrigation
Agricultural,,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
RCGL Dealer,Landscape Designer,Influencer,Specifier/Designer,RCGL,Irrigation
Contractor,School - Grounds Maintenance,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Electrical_Channel,Electrical Channel,Influencer,,RCGL,Audio & Visual Lighting
Electrical_Channel,Electrical_Channel_Specifier_Architect,Influencer,Specifier/Designer,RCGL,Commercial & Industrial Lighting
Horticulture,,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
Horticulture,Other,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
SEN Other,Research,Influencer,University/Research,Senninger,"Pivot, Solid Set"
SEN Pivot Solid Set,Grower,Direct Purchaser,End User - Direct,Senninger,"Pivot, Solid Set"
SEN Turf,,Direct Purchaser,OEM,Senninger,Turf
Other,Salesman (Hunter employee),,,RCGL,
Contractor,Parks And Recreation,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Specifier,Landscape Architect Student,Influencer,Specifier/Designer,RCGL,Irrigation
FXL_Only_Distributor,Distributor Branch,Direct Purchaser,FX Only Distributor,RCGL,Landscape Lighting
Agency,Department Of Transportation,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
Agency,Landscape Architect,Influencer,Specifier/Designer,RCGL,Irrigation
Contractor,Water Agency,Influencer,Water District,RCGL,"Irrigation, Water District"
,Department Of Transportation,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Contractor,Irrig. Consultant (designer),Influencer,Specifier/Designer,RCGL,Irrigation
Contractor,Hotel/resorts,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
Electrical_Channel,Sports Facilities,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Commercial & Industrial Lighting
Industrial,Other,Influencer,Other - Influencer,RCGL,"Irrigation, Commercial"
Contractor,Hospital/institutions,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
,Builder,Influencer,Builder/Developer,RCGL,Irrigation
Contractor,Specifier,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Dealer,Irrigation Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
SEN Pivot,Branch,Direct Purchaser,OEM,Senninger,Pivot
SEN Mining,Grower,Direct Purchaser,End User - Direct,Senninger,Mining
Agency,Builder,Influencer,Builder/Developer,RCGL,Irrigation
,Government,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
Contractor,Sub-Distributor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Electrical_Channel,,Direct Purchaser,Electrical Distributor,RCGL,Audio & Visual Lighting
Contractor,Lighting_Designer,Indirect Purchaser,Installer/Contractor,RCGL,Landscape Lighting
Contractor,Hunter Employee,,,RCGL,
SEN Nursery Greenhouse,Dealer Via OEM,Direct Purchaser,Indirect,Senninger,Solid Set
Agency,Golf Maintenance/superintendent,Indirect Purchaser,Golf Maintenance/Superintendent,RCGL,Golf
Contractor,Distributor Branch,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
SEN Turf,Grower,Direct Purchaser,OEM,Senninger,Turf
,Engineering Architects,Influencer,Specifier/Designer,RCGL,Irrigation
Specifier,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
Custom_Manufacturing,,Direct Purchaser,Custom Manufacturing,Custom Manufacturing,
RCGL Dealer,Specifier,Influencer,Specifier/Designer,RCGL,Irrigation
Other,Building_Automation,Influencer,Other - Influencer,RCGL,"Irrigation, Commercial"
SEN Pivot,Consultant Specifier,Influencer,Consultant/Specifier,Senninger,Pivot